Wavelength	R1
nm	MicroAmps
327	0.457543405470801
328	0.461725186841543
329	0.466335524161349
330	0.469888847771429
331	0.473628801146571
332	0.477491881977493
333	0.480305227302375
334	0.484032245754839
335	0.487416534413487
336	0.490482413879807
337	0.494042895292196
338	0.496394722585456
339	0.498933956173062
340	0.501857529316994
341	0.503649042930015
342	0.506336215240305
343	0.508588417426744
344	0.510025481065884
345	0.511885911473912
346	0.513561154787646
347	0.514593068743996
348	0.515599438534756
349	0.516207060419748
350	0.516708600346204
351	0.517266853374744
352	0.516768508018707
353	0.516431445672718
354	0.515337345239173
355	0.514410435589423
356	0.513228084283775
357	0.51122827342605
358	0.50930183802901
359	0.507334940378037
360	0.505042872460928
361	0.503656891430921
362	0.502330074684316
363	0.501048308557023
364	0.501484543729808
365	0.501997703700529
366	0.503248750310332
367	0.505963243481396
368	0.508260663180146
369	0.512368572702741
370	0.516588498660497
371	0.520723780542276
372	0.526054214422727
373	0.530369102973751
374	0.536164479768582
375	0.543155620344134
376	0.550076693278243
377	0.558069430027947
378	0.566240150293272
379	0.573752666266631
380	0.582411655603969
381	0.589183011928116
382	0.595134345223722
383	0.600735269501791
384	0.606577922314867
385	0.613490977232466
386	0.62044633308801
387	0.627417945036913
388	0.637299796571221
389	0.648437092822694
390	0.659161885847421
391	0.669986452275322
392	0.679109822097633
393	0.690833494516906
394	0.70258083522446
395	0.717144997876485
396	0.733794580103746
397	0.743612322076674
398	0.746393303034353
399	0.742042125031208
400	0.736701653013704
401	0.734385253527853
402	0.735331658902491
403	0.737015079019501
404	0.741958462047646
405	0.747912648259861
406	0.753111652234669
407	0.758050937324434
408	0.765548836093685
409	0.772692344732116
410	0.776210368088722
411	0.781004528748602
412	0.789351464655851
413	0.788806553292071
414	0.78567520384801
415	0.785203898018834
416	0.785538248592008
417	0.788681875638749
418	0.800099659893735
419	0.830201695220734
420	0.831876051617387
421	0.812413576583689
422	0.803607972938822
423	0.80166024867083
424	0.800922417583274
425	0.801813778785819
426	0.803200175140975
427	0.803405530777361
428	0.804325121692268
429	0.8048057916492
430	0.805290378346399
431	0.807064296430536
432	0.808392664566776
433	0.810502084308942
434	0.813482419430765
435	0.816545580210131
436	0.824852260572347
437	0.839858560925694
438	0.85951068744141
439	0.852328588373238
440	0.838908541125535
441	0.840381370888036
442	0.842296080859803
443	0.839782939323661
444	0.841154777840933
445	0.842112117091191
446	0.838944878976626
447	0.840662452076951
448	0.854877018718763
449	0.968394686924014
450	1.0358163708936
451	0.929985849164492
452	0.96673834543451
453	0.889905434015169
454	0.883285384791264
455	0.893719981408306
456	0.915054548617547
457	0.950644928881209
458	0.965423459391566
459	0.940343366011528
460	0.946452832331036
461	0.991714735319667
462	1.06566117864572
463	1.07341628058858
464	1.01864407656154
465	1.00750795142209
466	1.0947378589777
467	1.29205839298859
468	1.27081218157126
469	1.15038687763185
470	1.06932344050721
471	0.992884620910383
472	1.03323200512043
473	1.15241229013527
474	0.962465669129723
475	0.889673439395119
476	0.866694114977853
477	0.855339197885079
478	0.857995041518434
479	0.882973357825636
480	0.958143503805524
481	1.00516306187079
482	0.985545146512525
483	0.978799344844385
484	0.942504062912382
485	0.910201994481503
486	0.889208580404075
487	0.885125971383292
488	0.890917399728185
489	0.896290616152092
490	0.922267994005628
491	1.02254803091843
492	1.05279856341655
493	1.00093639558165
494	0.954642112528361
495	0.931801317883334
496	0.921605010136589
497	0.917881257303278
498	0.917263642580762
499	0.917578532476578
500	0.920237312473041
501	0.924370884893673
502	0.93439626464554
503	0.937987716153335
504	0.933151198050309
505	0.931132995345676
506	0.930186385884742
507	0.930478575471671
508	0.931210406994332
509	0.930895216691118
510	0.932215540584806
511	0.933724257110463
512	0.938730360434982
513	0.938274278108338
514	0.932696385064131
515	0.930681769128465
516	0.929830341129047
517	0.927701763024269
518	0.927591494435644
519	0.925522670700229
520	0.922643751208691
521	0.920908413063877
522	0.917159151350925
523	0.915200382581096
524	0.912832148990778
525	0.909541571227906
526	0.906554184638457
527	0.904536864082533
528	0.904210200124056
529	0.898745283149756
530	0.893908257692013
531	0.890781189291795
532	0.888620807103454
533	0.887156898010169
534	0.8837594248046
535	0.880235255017259
536	0.876924372575292
537	0.870884060992525
538	0.86784447504136
539	0.868512979730806
540	0.868633016805081
541	0.868162898300384
542	0.865402103766189
543	0.862300015910062
544	0.859331577874883
545	0.856482613292479
546	0.853049587109752
547	0.849689838397678
548	0.846438013189174
549	0.842915850886192
550	0.840609198905156
551	0.839032329954427
552	0.836616006384866
553	0.833953373544311
554	0.829645439901392
555	0.826679560574306
556	0.823069085171974
557	0.819880796605027
558	0.816977598473668
559	0.814207407386792
560	0.810826202910766
561	0.807648158712934
562	0.804732596194535
563	0.801320691989762
564	0.79814484696482
565	0.795757591387312
566	0.794225414474367
567	0.792755065218669
568	0.79175356035883
569	0.790007202507711
570	0.786196390656727
571	0.782145254794533
572	0.779908592015232
573	0.777236661804121
574	0.774797512040668
575	0.772594544481028
576	0.769698049726183
577	0.767595173143252
578	0.765035939575484
579	0.762391008836915
580	0.760108191083484
581	0.758173769618024
582	0.756581594195101
583	0.755278232352156
584	0.753062098365406
585	0.750047208763397
586	0.746897804357868
587	0.744215610704156
588	0.740432463990362
589	0.736161014110698
590	0.731341711735775
591	0.725926426832028
592	0.721245317582322
593	0.716210471468679
594	0.710575014644932
595	0.70474899367288
596	0.69926874447718
597	0.695050726106403
598	0.689548595808022
599	0.685346644941514
600	0.681216418010256
