WFB.csv,,jackpearson,3/21/2022 3:50:49 PM,GENESYS 10S,2L6M161001,2.001
nm,A
1059,-0.004
1060,-0.0064
1061,-0.0038
1062,-0.007
1063,-0.0039
1064,-0.0067
1065,-0.005
1066,-0.006
1067,-0.0066
1068,0.0009
1069,-0.0052
1070,-0.0044
1071,-0.0082
1072,-0.0064
1073,-0.0047
1074,-0.0094
1075,-0.0002
1076,-0.0087
1077,-0.0088
1078,-0.0059
1079,-0.0032
1080,-0.0053
1081,-0.0085
1082,-0.0072
1083,-0.0012
1084,-0.0007
1085,-0.0027
1086,-0.0055
1087,-0.0088
1088,-0.005
1089,-0.0081
1090,-0.0048
1091,-0.0085
1092,-0.0034
1093,-0.0043
1094,-0.0027
1095,-0.0108
1096,-0.0081
1097,-0.0105
1098,-0.0058
1099,-0.0102
1100,-0.0052
