NB.csv,,jackpearson,3/9/2022 2:47:30 PM,GENESYS 10S,2L6M161001,2.001
nm,A
924,-0.0013
925,-0.0012
926,-0.0009
927,-0.0003
928,-0.001
929,-0.0007
930,-0.0009
931,-0.0011
932,-0.0001
933,-0.0008
934,-0.001
935,-0.001
936,-0.0007
937,-0.0006
938,-0.0007
939,-0.0008
940,-0.0007
941,-0.0009
942,-0.0009
943,-0.0009
944,-0.0008
945,-0.0007
946,-0.001
947,-0.0004
948,-0.0012
949,-0.0008
950,-0.0008
951,-0.0005
952,-0.0003
953,-0.0001
954,-0.0001
955,-0.0006
956,0.0001
957,0.0002
958,0.0005
959,0.0003
960,0.0009
961,0
962,-0.0001
963,-0.0007
964,-0.0002
965,0.0001
966,0.0005
967,0.0005
968,-0.0004
969,0.0005
970,-0.0004
971,-0.0006
972,-0.0002
973,0.0005
974,-0.0001
975,-0.0001
976,-0.0009
977,0.0005
978,0.0003
979,-0.0003
980,-0.0002
981,-0.0006
982,-0.0005
983,-0.0007
984,-0.0009
985,-0.0011
986,-0.0012
987,-0.0013
988,-0.0004
989,-0.0008
990,-0.0022
991,-0.0003
992,-0.0009
993,-0.001
994,-0.0012
995,-0.0012
996,-0.001
997,-0.0009
998,-0.0018
999,-0.0009
1000,-0.002
1001,-0.0024
1002,-0.0016
1003,-0.0015
1004,-0.002
1005,-0.0015
1006,-0.0011
1007,-0.0013
1008,-0.0016
1009,-0.0028
1010,-0.0026
1011,-0.002
1012,-0.0019
1013,-0.0014
1014,-0.0021
1015,-0.0023
1016,-0.0015
1017,-0.0019
1018,-0.0018
1019,-0.0035
1020,-0.0026
1021,-0.0025
1022,-0.001
1023,-0.0024
1024,-0.0007
1025,-0.0028
1026,-0.0018
1027,-0.0033
1028,-0.0032
1029,-0.0019
1030,0.0002
1031,-0.0014
1032,-0.002
1033,-0.0014
1034,-0.0025
1035,-0.0035
1036,-0.0042
1037,-0.0021
1038,-0.002
1039,-0.0021
1040,-0.0035
1041,-0.0026
1042,-0.0015
1043,-0.0018
1044,-0.0025
1045,-0.0046
1046,-0.0035
1047,-0.0006
1048,-0.0059
1049,-0.0019
1050,-0.0012
1051,-0.0025
1052,-0.003
1053,-0.0018
1054,-0.0036
1055,-0.0021
1056,-0.0034
1057,-0.0027
1058,-0.0031
1059,0
1060,-0.0055
1061,-0.0058
1062,-0.0025
1063,-0.0071
1064,-0.0047
1065,-0.0032
1066,-0.0032
1067,-0.0059
1068,-0.0047
1069,-0.0031
1070,-0.0039
1071,-0.0052
1072,-0.0032
1073,-0.0018
1074,-0.0029
1075,0.0009
1076,-0.0013
1077,-0.0054
1078,0.0014
1079,-0.0032
1080,-0.0028
1081,0.0001
1082,-0.0063
1083,-0.0032
1084,-0.0047
1085,-0.0001
1086,-0.0027
1087,-0.0062
1088,-0.0038
1089,-0.0013
1090,-0.0054
1091,-0.0009
1092,-0.0021
1093,0.0012
1094,-0.0017
1095,0.0024
1096,-0.0075
1097,0.0003
1098,-0.0081
1099,-0.0022
1100,-0.0133
