SA.csv,,jackpearson,3/9/2022 2:47:26 PM,GENESYS 10S,2L6M161001,2.001
nm,A
833,0.0001
834,0.0006
835,0.0003
836,0.0007
837,0.0006
838,0.0003
839,0.0003
840,0.0001
841,0.0001
842,0.0001
843,-0.0001
844,0.0005
845,0.0006
846,0.0005
847,-0.0001
848,0.0007
849,0.001
850,0.0002
851,0.0002
852,0.0008
853,0.0005
854,0.0004
855,0
856,0.0011
857,0.0005
858,0.0007
859,-0.0007
860,-0.0001
861,0.001
862,0.0001
863,0
864,-0.0006
865,0.0004
866,0.0006
867,0.0005
868,0.0008
869,0.0001
870,0.0001
871,-0.0004
872,0.0006
873,0.0001
874,0
875,0.0002
876,0.0003
877,0.0005
878,0.0004
879,0.0006
880,0.0004
881,0.0006
882,0.0004
883,0.0002
884,0.0002
885,0
886,0.0001
887,0.0001
888,-0.0001
889,0.0005
890,0.0002
891,0.0004
892,0
893,0.0005
894,0.0006
895,0.0003
896,0.0003
897,0.0003
898,0.0004
899,-0.0002
900,0.0004
901,0.0001
902,0
903,0.0001
904,0.0008
905,0.0002
906,0.0003
907,0.0001
908,-0.0003
909,0.0001
910,-0.0002
911,0.0011
912,0.0003
913,0
914,0.0001
915,0.0004
916,0.0004
917,0.0005
918,0.0003
919,0.0001
920,0.0002
921,0
922,0.0001
923,-0.0001
924,0.0001
925,-0.0003
926,-0.0002
927,0.0005
928,-0.0005
929,0.0003
930,0.0008
931,0.0007
932,0.0003
933,0.0007
934,0.0003
935,0.0001
936,-0.0002
937,0.0006
938,0.0003
939,0.0001
940,0.0001
941,0.0001
942,0.0002
943,-0.0002
944,0.0002
945,0
946,-0.0001
947,0.0001
948,0.0003
949,0.0002
950,-0.0002
951,0.0004
952,0.0002
953,-0.0001
954,0.0004
955,0
956,0.0005
957,0.0006
958,0.0005
959,0.0003
960,0.0007
961,0.0001
962,0.0003
963,-0.0004
964,0.0005
965,0.0006
966,-0.0002
967,0.0009
968,-0.0002
969,0.0003
970,-0.0004
971,0
972,0.0005
973,0.0013
974,0.0002
975,0
976,0
977,0.001
978,0.001
979,0.0005
980,0.0005
981,0.0003
982,0
983,-0.0001
984,-0.0003
985,0.0002
986,-0.0004
987,-0.0004
988,0.0002
989,-0.0001
990,-0.0007
991,0.0007
992,0.0003
993,0.0001
994,-0.0002
995,-0.0002
996,-0.0002
997,0.0003
998,-0.0003
999,0.0004
1000,-0.0006
1001,-0.0008
1002,0.0001
1003,-0.0002
1004,-0.0001
1005,-0.0006
1006,-0.0007
1007,-0.0008
1008,0
1009,0.0002
1010,-0.0008
1011,-0.0004
1012,-0.0001
1013,-0.0004
1014,-0.0011
1015,-0.0013
1016,-0.0006
1017,-0.0011
1018,-0.0009
1019,-0.0012
1020,-0.0015
1021,-0.0008
1022,-0.0003
1023,-0.0012
1024,0.0004
1025,-0.0022
1026,0.0001
1027,-0.0017
1028,-0.0024
1029,-0.0006
1030,-0.0013
1031,-0.0005
1032,-0.0006
1033,-0.0006
1034,-0.0018
1035,-0.0017
1036,-0.0025
1037,-0.0016
1038,-0.0021
1039,-0.0022
1040,-0.0008
1041,-0.002
1042,-0.0004
1043,-0.0023
1044,-0.0006
1045,-0.0033
1046,-0.0036
1047,-0.0009
1048,-0.0023
1049,-0.0007
1050,-0.0008
1051,-0.0041
1052,-0.001
1053,-0.0023
1054,-0.0032
1055,-0.0044
1056,-0.0014
1057,-0.001
1058,-0.0025
1059,-0.0002
1060,-0.0027
1061,-0.0068
1062,-0.0022
1063,-0.006
1064,-0.0037
1065,-0.0037
1066,-0.0042
1067,-0.0051
1068,-0.007
1069,-0.0025
1070,-0.0002
1071,-0.0037
1072,-0.0026
1073,-0.005
1074,-0.005
1075,-0.0016
1076,0.0003
1077,-0.0028
1078,0.0015
1079,-0.0035
1080,-0.0047
1081,0.0007
1082,-0.0041
1083,-0.0007
1084,-0.0013
1085,-0.0003
1086,-0.0034
1087,-0.0064
1088,-0.0009
1089,-0.0029
1090,-0.0056
1091,-0.0014
1092,0.0008
1093,0.004
1094,-0.0003
1095,-0.0003
1096,-0.0039
1097,-0.0038
1098,-0.0108
1099,-0.0066
1100,-0.0089
