SB.csv,,jackpearson,3/9/2022 2:47:28 PM,GENESYS 10S,2L6M161001,2.001
nm,A
797,0.0003
798,0.001
799,-0.0019
800,0
801,0.0002
802,0.0008
803,0.0004
804,-0.0003
805,0.0004
806,0.0005
807,-0.0004
808,0.0005
809,0.0004
810,-0.0005
811,0.0006
812,0.0016
813,-0.0005
814,0.0001
815,0.0001
816,0.0004
817,0
818,0.0011
819,0.0002
820,0.0002
821,-0.0001
822,0.0004
823,0.0002
824,0.0002
825,0.0003
826,0.0002
827,0.0004
828,0.0005
829,0.0004
830,0
831,0.0006
832,0.0009
833,0.0003
834,0.0003
835,-0.0001
836,0.0003
837,0.0009
838,0.0003
839,0.0004
840,0.0006
841,0.0006
842,0.0007
843,0.0002
844,-0.0002
845,0.0007
846,-0.0004
847,0
848,0.0006
849,0.0005
850,0.0002
851,-0.0001
852,-0.0005
853,-0.0002
854,-0.0003
855,-0.0002
856,0.0004
857,-0.0007
858,0.0009
859,-0.0006
860,0.0003
861,0.0009
862,0.0002
863,-0.0006
864,-0.0006
865,0.0001
866,-0.0009
867,-0.0006
868,0.0002
869,-0.0004
870,0.0002
871,-0.0012
872,0
873,0.0004
874,0.0002
875,-0.0002
876,0
877,0.0002
878,0
879,0.0004
880,-0.0002
881,0.0002
882,0
883,-0.0001
884,0
885,0.0001
886,0
887,0.0001
888,0.0001
889,0.0005
890,0.0005
891,-0.0001
892,-0.0002
893,0.0003
894,0
895,0.0002
896,0.0001
897,0
898,0.0002
899,0.0002
900,0.0004
901,0.0003
902,0.0002
903,0
904,0.0004
905,0
906,0.0002
907,0
908,-0.0001
909,-0.0002
910,-0.0002
911,0.0007
912,0
913,-0.0003
914,0.0002
915,0.0004
916,0
917,0.0001
918,0.0002
919,0.0002
920,0.0002
921,0
922,0
923,0.0002
924,0.0003
925,0.0002
926,0.0004
927,0.001
928,0.0001
929,0.0003
930,0.0008
931,0.0003
932,0.0014
933,0.0004
934,0.0003
935,0
936,0.0006
937,0.0001
938,0.0004
939,0.0002
940,0.0003
941,0.0003
942,0.0004
943,0
944,0.0003
945,0.0008
946,0.0005
947,0.0003
948,0.0002
949,0.0003
950,0.0003
951,0.0005
952,0.0009
953,0.0009
954,0.0014
955,0.0006
956,0.0014
957,0.0014
958,0.0017
959,0.0012
960,0.0013
961,0.0012
962,0.0016
963,0.0014
964,0.0016
965,0.0012
966,0.0014
967,0.0016
968,0.0011
969,0.0015
970,0.001
971,0.0011
972,0.0005
973,0.0019
974,0.001
975,0.001
976,0.0011
977,0.0011
978,0.0016
979,0.0008
980,0.0009
981,0.0008
982,0.0007
983,0.0007
984,0.001
985,0.0008
986,0.0005
987,0.0003
988,0.0001
989,0.0004
990,0
991,0.0006
992,0.0002
993,0.0002
994,0.0002
995,0.0003
996,0.0004
997,0.0003
998,-0.0004
999,0.0005
1000,0.0003
1001,-0.0012
1002,-0.0001
1003,-0.0007
1004,0
1005,-0.0004
1006,-0.0006
1007,-0.0006
1008,-0.0001
1009,0.0003
1010,-0.0009
1011,-0.0003
1012,-0.0002
1013,-0.0004
1014,-0.0007
1015,-0.0012
1016,-0.0001
1017,-0.0008
1018,-0.0006
1019,-0.0013
1020,-0.0018
1021,-0.0016
1022,-0.0004
1023,-0.0018
1024,-0.0004
1025,-0.0011
1026,-0.0008
1027,-0.0017
1028,-0.0021
1029,-0.0018
1030,-0.0016
1031,-0.0006
1032,-0.0008
1033,-0.0009
1034,-0.0013
1035,-0.0025
1036,-0.0016
1037,-0.0012
1038,-0.001
1039,-0.0023
1040,-0.0015
1041,-0.0026
1042,-0.0013
1043,-0.0017
1044,-0.0026
1045,-0.0035
1046,-0.0028
1047,-0.0015
1048,-0.003
1049,-0.0006
1050,-0.0013
1051,-0.0021
1052,-0.0006
1053,-0.0024
1054,-0.0032
1055,-0.0033
1056,-0.0012
1057,0.0001
1058,-0.0034
1059,-0.0028
1060,-0.0039
1061,-0.0024
1062,-0.0007
1063,-0.0051
1064,0.0006
1065,-0.0029
1066,-0.0026
1067,-0.0053
1068,-0.0048
1069,-0.0058
1070,0.0017
1071,-0.0019
1072,-0.0041
1073,-0.0072
1074,-0.0049
1075,-0.0012
1076,0.0019
1077,-0.003
1078,-0.002
1079,-0.0053
1080,-0.0072
1081,-0.0013
1082,-0.0036
1083,-0.0013
1084,-0.0012
1085,-0.0011
1086,-0.0034
1087,-0.0053
1088,-0.0026
1089,-0.0055
1090,-0.0065
1091,0
1092,-0.0032
1093,-0.0006
1094,-0.0099
1095,0.0057
1096,-0.0078
1097,-0.0035
1098,-0.0081
1099,-0.0045
1100,-0.0053
