WA.csv,,jackpearson,3/21/2022 3:50:38 PM,GENESYS 10S,2L6M161001,2.001
nm,A
1025,-0.0051
1026,-0.0039
1027,-0.0058
1028,-0.0045
1029,-0.0037
1030,-0.005
1031,-0.0048
1032,-0.006
1033,-0.0036
1034,-0.0037
1035,-0.0037
1036,-0.0047
1037,-0.0046
1038,-0.0064
1039,-0.0044
1040,-0.0049
1041,-0.0033
1042,-0.004
1043,-0.0068
1044,-0.0055
1045,-0.0026
1046,-0.0046
1047,-0.003
1048,-0.0054
1049,-0.0061
1050,-0.0057
1051,-0.0028
1052,-0.004
1053,-0.0049
1054,-0.0042
1055,-0.0041
1056,-0.0023
1057,-0.0077
1058,-0.004
1059,-0.0053
1060,-0.0075
1061,-0.0037
1062,-0.0058
1063,-0.0049
1064,-0.0049
1065,-0.0054
1066,-0.0073
1067,-0.0061
1068,-0.0014
1069,-0.0029
1070,-0.0039
1071,-0.0087
1072,-0.0043
1073,-0.0066
1074,-0.0045
1075,-0.0042
1076,-0.0073
1077,-0.0098
1078,-0.0046
1079,-0.0027
1080,-0.0052
1081,-0.0051
1082,-0.006
1083,-0.0023
1084,-0.0021
1085,-0.0068
1086,-0.005
1087,-0.0076
1088,-0.0036
1089,-0.0082
1090,-0.0041
1091,-0.005
1092,-0.0035
1093,-0.0048
1094,0.0019
1095,-0.0049
1096,-0.0112
1097,-0.0058
1098,-0.0035
1099,-0.0127
1100,-0.0024
